SIMPLE_LEMMA,PART_OF_SPEECH,Total_Count_in_Text
arma,Noun,279
torum,Noun,17
tectum,Noun,83
que,Conjunction,3212
requiro,Verb,9
saevio,Verb,15
amor,Noun,78
ferrum,Noun,109
et,Conjunction,2083
sceleratus,Adjective,7
insania,Noun,6
bellum,Noun,179
ira,Noun,65
super,Preposition,74
magnus,Adjective,282
velut,Adverb,29
cum,Preposition,139
flamma,Noun,73
sonor,Noun,2
virgeus,Adjective,1
suggero,Verb,2
costa,Noun,9
undo,Verb,7
aenum,Noun,4
exsulto,Verb,15
que,Conjunction,3212
aestus,Noun,16
latex,Noun,7
furo,Verb,51
intus,Preposition,15
aqua,Noun,19
fumidus,Adjective,3
atque,Conjunction,293
alte,Adverb,13
spuma,Noun,5
exubero,Verb,1
amnis,Noun,38
nec,Conjunction,331
iam,Adverb,250
sui,Pronoun,303
capio,Verb,50
unda,Noun,109
volo,Verb,54
vapor,Noun,3
ater,Adjective,71
ad,Preposition,322
aura,Noun,85
ergo,Conjunction,40
iter,Noun,35
ad,Preposition,322
rex,Noun,132
polluo,Verb,4
pax,Noun,37
Latinus,Noun,41
indico,Verb,6
primus,Number,200
iuvenis,Noun,78
et,Conjunction,2083
iubeo,Verb,70
arma,Noun,279
paro,Verb,58
tutor,Verb,3
Italia,Noun,44
detrudo,Verb,6
finis,Noun,43
hostis,Noun,85
sui,Pronoun,303
satis,Adverb,25
ambo,Number,25
Teucrus,Adjective,130
que,Conjunction,3212
venio,Verb,122
Latinus,Adjective,63
que,Conjunction,3212
hic,Pronoun,694
ubi,Adverb,108
dictum,Noun,93
do,Verb,317
divus,Adjective,6
que,Conjunction,3212
in,Preposition,769
votum,Noun,29
voco,Verb,110
certatim,Adverb,11
sui,Pronoun,303
Rutulus,Adjective,64
exhortor,Verb,4
in,Preposition,769
arma,Noun,279
hic,Pronoun,694
decus,Noun,23
egregius,Adjective,22
forma,Noun,25
moveo,Verb,51
atque,Conjunction,293
iuventa,Noun,9
hic,Pronoun,694
atavus,Noun,3
rex,Noun,132
hic,Pronoun,694
clarus,Adjective,23
dextera,Noun,111
factum,Noun,27
dum,Conjunction,81
Turnus,Noun,152
Rutulus,Adjective,64
animus,Noun,162
audax,Adjective,13
impleo,Verb,24
Allecto,Noun,7
in,Preposition,769
Teucrus,Adjective,130
Stygius,Adjective,18
sui,Pronoun,303
concito,Verb,4
ala,Noun,33
ars,Noun,37
novus,Adjective,49
speculor,Verb,6
locus,Noun,85
quo,Adverb,52
litus,Noun,127
pulcher,Adjective,44
insidiae,Noun,15
cursus,Noun,73
que,Conjunction,3212
fera,Noun,14
agito,Verb,19
Iulus,Noun,35
hic,Adverb,133
subitus,Adjective,27
canis,Noun,10
rabies,Noun,7
Cocytius,Adjective,1
virgo,Noun,47
obiicio,Verb,14
et,Conjunction,2083
notus,Adjective,30
naris,Noun,4
contingo,Verb,14
odor,Noun,4
ut,Conjunction,160
cervus,Noun,7
ardens,Adjective,36
ago,Verb,102
qui,Pronoun,766
primus,Number,200
labor,Noun,74
causa,Noun,33
sum,Verb,531
bellum,Noun,179
que,Conjunction,3212
animus,Noun,162
accendo,Verb,25
agrestis,Adjective,13
cervus,Noun,7
sum,Verb,531
forma,Noun,25
praestans,Adjective,9
et,Conjunction,2083
cornu,Noun,23
ingens,Adjective,168
Tyrrhidae,Noun,2
puer,Noun,52
qui,Pronoun,766
mater,Noun,84
a,Preposition,197
uber,Adjective,4
rapio,Verb,58
nutrio,Verb,3
Tyrrheus,Noun,3
que,Conjunction,3212
pater,Noun,172
qui,Pronoun,766
regius,Adjective,19
pareo,Verb,17
armentum,Noun,11
et,Conjunction,2083
latus,Adjective,60
custodia,Noun,3
credo,Verb,42
campus,Noun,78
adsuetus,Adjective,9
imperium,Noun,40
soror,Noun,39
omnis,Adjective,330
Silvia,Noun,2
cura,Noun,70
mollis,Adjective,24
intexo,Verb,5
orno,Verb,3
cornu,Noun,23
serta,Noun,4
pecto,Verb,2
que,Conjunction,3212
ferus,Noun,3
purus,Adjective,8
que,Conjunction,3212
in,Preposition,769
fons,Noun,12
lavo,Verb,8
ille,Pronoun,379
manus,Noun,206
patior,Verb,32
mensa,Noun,25
que,Conjunction,3212
adsuetus,Adjective,9
erilis,Adjective,2
erro,Verb,32
silva,Noun,68
rursus,Adverb,29
que,Conjunction,3212
ad,Preposition,322
limen,Noun,68
notus,Adjective,30
ipse,Pronoun,289
domus,Noun,85
serus,Adjective,12
quamvis,Adverb,5
sui,Pronoun,303
nox,Noun,97
fero,Verb,273
hic,Pronoun,694
procul,Adverb,50
erro,Verb,32
rabidus,Adjective,5
venor,Verb,4
Iulus,Noun,35
commoveo,Verb,6
canis,Noun,10
fluvius,Noun,25
cum,Conjunction,164
forte,Adverb,35
secundus,Adjective,31
defluo,Verb,4
ripa,Noun,29
que,Conjunction,3212
aestus,Noun,16
virido,Verb,1
levo,Verb,14
ipse,Pronoun,289
etiam,Adverb,41
eximius,Adjective,1
laus,Noun,25
succendo,Verb,1
amor,Noun,78
Ascanius,Noun,41
curvus,Adjective,17
dirigo,Verb,11
spiculum,Noun,17
cornu,Noun,23
nec,Conjunction,331
dexter,Adjective,12
erro,Verb,32
deus,Noun,181
absum,Verb,19
ago,Verb,102
que,Conjunction,3212
multus,Adjective,161
per,Preposition,351
que,Conjunction,3212
uterus,Noun,8
sonitus,Noun,32
per,Preposition,351
que,Conjunction,3212
ile,Noun,3
venio,Verb,122
harundo,Noun,7
saucius,Adjective,8
at,Conjunction,146
quadrupes,Noun,4
notus,Adjective,30
intra,Preposition,7
tectum,Noun,83
refugio,Verb,9
succedo,Verb,25
que,Conjunction,3212
gemo,Verb,13
stabulum,Noun,9
questus,Noun,4
que,Conjunction,3212
cruentus,Adjective,22
atque,Conjunction,293
imploro,Verb,6
similis,Adjective,21
tectum,Noun,83
omnis,Adjective,330
repleo,Verb,6
Silvia,Noun,2
primus,Number,200
soror,Noun,39
palma,Noun,28
percutio,Verb,10
lacertus,Noun,9
auxilium,Noun,30
voco,Verb,110
et,Conjunction,2083
durus,Adjective,59
conclamo,Verb,10
agrestis,Adjective,13
ille,Pronoun,379
pestis,Noun,14
enim,Conjunction,39
tacitus,Adjective,23
lateo,Verb,17
asper,Adjective,31
silva,Noun,68
improvisus,Adjective,5
adsum,Verb,53
hic,Pronoun,694
torris,Noun,2
armatus,Adjective,11
obustus,Adjective,2
stipes,Noun,5
hic,Pronoun,694
gravidus,Noun,3
nodus,Noun,14
quis,Pronoun,85
quisque,Pronoun,32
reperio,Verb,10
rimor,Verb,3
telum,Noun,147
ira,Noun,65
facio,Verb,55
voco,Verb,110
agmen,Noun,98
Tyrrheus,Noun,3
quadrifidus,Adjective,1
quercus,Noun,8
cuneus,Noun,7
ut,Conjunction,160
forte,Adverb,35
cogo,Verb,25
scindo,Verb,13
rapio,Verb,58
spiro,Verb,12
immane,Adverb,3
securis,Noun,10
at,Conjunction,146
saevus,Adjective,59
e,Preposition,131
speculum,Noun,4
tempus,Noun,39
dea,Noun,55
nanciscor,Verb,3
noceo,Verb,4
arduus,Adjective,28
tectum,Noun,83
peto,Verb,128
stabulum,Noun,9
et,Conjunction,2083
de,Preposition,113
culmen,Noun,15
superus,Adjective,113
pastoralis,Adjective,2
cano,Verb,43
signum,Noun,39
cornu,Noun,23
que,Conjunction,3212
recurvus,Adjective,1
Tartareus,Adjective,7
intendo,Verb,12
vox,Noun,113
qui,Pronoun,766
protinus,Adverb,18
omnis,Adjective,330
contremo,Verb,1
nemus,Noun,37
et,Conjunction,2083
silva,Noun,68
insono,Verb,6
profundus,Adjective,6
audio,Verb,55
et,Conjunction,2083
Trivia,Noun,9
longus,Adjective,125
lacus,Noun,15
audio,Verb,55
amnis,Noun,38
sulphureus,Adjective,1
Nar,Noun,1
albus,Adjective,23
aqua,Noun,19
fons,Noun,12
que,Conjunction,3212
Velinus,Noun,2
et,Conjunction,2083
trepidus,Adjective,25
mater,Noun,84
premo,Verb,54
ad,Preposition,322
pectus,Noun,120
natus,Noun,84
tum,Adverb,248
vero,Adverb,44
ad,Preposition,322
vox,Noun,113
celer,Adjective,25
qua,Adverb,42
bucina,Noun,2
signum,Noun,39
dirus,Adjective,33
do,Verb,317
rapio,Verb,58
concurro,Verb,22
undique,Adverb,35
tela,Noun,5
indomitus,Adjective,5
agricola,Noun,5
necnon,Conjunction,21
et,Adverb,67
Troius,Adjective,22
pubes,Noun,20
Ascanius,Noun,41
auxilium,Noun,30
castra,Noun,50
effundo,Verb,35
aperio,Verb,34
dirigo,Verb,11
acies,Noun,67
non,Adverb,259
iam,Adverb,250
certamen,Noun,33
agrestis,Adjective,13
stipes,Noun,5
durus,Adjective,59
ago,Verb,102
sudes,Noun,3
ve,Conjunction,79
praeuro,Verb,1
sed,Conjunction,146
ferrum,Noun,109
anceps,Adjective,7
decerno,Verb,5
ater,Adjective,71
que,Conjunction,3212
latus,Adjective,60
horresco,Verb,5
stringo,Verb,20
seges,Noun,6
ensis,Noun,62
aes,Noun,30
que,Conjunction,3212
fulgeo,Verb,11
sol,Noun,37
lacesso,Verb,12
et,Conjunction,2083
lux,Noun,47
sub,Preposition,160
nubilum,Noun,4
iacto,Verb,31
fluctus,Noun,44
ut,Conjunction,160
primus,Number,200
coepi,Verb,9
cum,Preposition,139
albesco,Verb,2
ventus,Noun,87
paulatim,Adverb,7
sui,Pronoun,303
tollo,Verb,69
mare,Noun,61
et,Conjunction,2083
alte,Adverb,13
unda,Noun,109
erigo,Verb,10
inde,Adverb,31
imus,Adjective,4
consurgo,Verb,14
ad,Preposition,322
aether,Noun,52
fundus,Noun,6
hic,Adverb,133
iuvenis,Noun,78
primus,Number,200
ante,Preposition,102
acies,Noun,67
strideo,Verb,21
sagitta,Noun,28
natus,Noun,84
Tyrrheus,Noun,3
sum,Verb,531
qui,Pronoun,766
magnus,Adjective,282
Almo,Noun,2
sterno,Verb,47
haereo,Verb,39
enim,Conjunction,39
sub,Preposition,160
guttur,Noun,4
vulnus,Noun,70
et,Conjunction,2083
udus,Adjective,4
vox,Noun,113
iter,Noun,35
tenuis,Adjective,19
que,Conjunction,3212
includo,Verb,20
sanguis,Noun,96
vita,Noun,49
corpus,Noun,126
multus,Adjective,161
vis,Noun,110
circa,Preposition,4
senex,Adjective,23
que,Conjunction,3212
Galaesus,Noun,2
dum,Conjunction,81
pax,Noun,37
medius,Adjective,164
sui,Pronoun,303
offero,Verb,13
iustus,Adjective,11
unus,Number,100
qui,Pronoun,766
sum,Verb,531
Ausonius,Adjective,26
que,Conjunction,3212
olim,Adverb,20
dives,Adjective,16
arvum,Noun,53
quinque,Number,3
grex,Noun,3
ille,Pronoun,379
balo,Noun,1
quini,Number,2
redeo,Verb,13
armentum,Noun,11
et,Conjunction,2083
terra,Noun,166
centum,Number,32
verto,Verb,73
aratrum,Noun,4
atque,Conjunction,293
is,Pronoun,82
per,Preposition,351
campus,Noun,78
aequus,Adjective,27
dum,Conjunction,81
Mars,Noun,43
gero,Verb,40
promissum,Noun,8
dea,Noun,55
facio,Verb,55
potens,Adjective,19
ubi,Adverb,108
sanguis,Noun,96
bellum,Noun,179
imbuo,Verb,2
et,Conjunction,2083
primus,Number,200
committo,Verb,12
funus,Noun,33
pugna,Noun,70
desero,Verb,31
Hesperia,Noun,12
et,Conjunction,2083
caelum,Noun,142
converto,Verb,24
per,Preposition,351
aura,Noun,85
Iuno,Noun,56
victrix,Noun,3
adfor,Verb,28
vox,Noun,113
superbus,Adjective,38
en,Interjection,17
perficio,Verb,12
tu,Pronoun,419
bellum,Noun,179
discordia,Noun,7
tristis,Adjective,44
dico,Verb,149
in,Preposition,769
amicitia,Noun,2
coeo,Verb,11
et,Conjunction,2083
foedus,Noun,42
iungo,Verb,36
quandoquidem,Conjunction,3
Ausonius,Adjective,26
respergo,Verb,1
sanguis,Noun,96
Teucrus,Adjective,130
hic,Pronoun,694
etiam,Adverb,41
hic,Pronoun,694
addo,Verb,40
tuus,Adjective,115
si,Conjunction,206
ego,Pronoun,389
certus,Adjective,29
voluntas,Noun,5
finitimus,Adjective,5
in,Preposition,769
bellum,Noun,179
fero,Verb,273
rumor,Noun,6
urbs,Noun,196
accendo,Verb,25
que,Conjunction,3212
animus,Noun,162
insanus,Adjective,6
Mars,Noun,43
amor,Noun,78
undique,Adverb,35
ut,Conjunction,160
auxilium,Noun,30
venio,Verb,122
spargo,Verb,35
arma,Noun,279
per,Preposition,351
ager,Noun,28
tum,Adverb,248
contra,Preposition,75
Iuno,Noun,56
terror,Noun,8
et,Conjunction,2083
fraus,Noun,10
abunde,Adverb,1
sum,Verb,531
sto,Verb,88
bellum,Noun,179
causa,Noun,33
pugno,Verb,8
comminus,Adverb,8
arma,Noun,279
qui,Pronoun,766
fors,Noun,9
primus,Number,200
do,Verb,317
sanguis,Noun,96
novus,Adjective,49
imbuo,Verb,2
arma,Noun,279
talis,Pronoun,148
coniugium,Noun,10
et,Conjunction,2083
talis,Pronoun,148
celebro,Verb,11
hymenaeus,Noun,14
egregius,Adjective,22
Venus,Noun,34
genus,Noun,70
et,Conjunction,2083
rex,Noun,132
ipse,Pronoun,289
Latinus,Noun,41
tu,Pronoun,419
super,Preposition,74
aetherius,Adjective,19
erro,Verb,32
licenter,Adverb,1
aura,Noun,85
haud,Adverb,102
pater,Noun,172
ille,Pronoun,379
volo,Verb,46
superus,Adjective,113
regnator,Noun,6
Olympus,Noun,25
cedo,Verb,41
locus,Noun,85
ego,Pronoun,389
si,Conjunction,206
quis,Pronoun,85
super,Preposition,74
fortuna,Noun,66
labor,Noun,74
sum,Verb,531
ipse,Pronoun,289
rego,Verb,19
talis,Pronoun,148
do,Verb,317
Saturnius,Adjective,22
vox,Noun,113
ille,Pronoun,379
autem,Conjunction,28
attollo,Verb,29
strideo,Verb,21
anguis,Noun,12
ala,Noun,33
Cocytus,Noun,4
que,Conjunction,3212
peto,Verb,128
sedes,Noun,62
superus,Adjective,113
arduum,Noun,4
linquo,Verb,41
sum,Verb,531
locus,Noun,85
Italia,Noun,44
medium,Noun,21
sub,Preposition,160
mons,Noun,65
altus,Adjective,175
nobilis,Adjective,2
et,Conjunction,2083
fama,Noun,62
multus,Adjective,161
memoro,Verb,27
in,Preposition,769
ora,Noun,50
Ampsanctus,Noun,1
valles,Noun,14
densus,Adjective,36
hic,Pronoun,694
frons,Noun,18
ater,Adjective,71
urgeo,Verb,23
utrimque,Adverb,3
latus,Noun,36
nemus,Noun,37
medium,Noun,21
que,Conjunction,3212
fragosus,Adjective,1
do,Verb,317
sonitus,Noun,32
saxum,Noun,78
et,Conjunction,2083
torqueo,Verb,43
vertex,Noun,40
torrens,Noun,3
hic,Adverb,133
specus,Noun,5
horrendus,Adjective,20
et,Conjunction,2083
saevus,Adjective,59
spiraculum,Noun,1
Dis,Noun,9
monstro,Verb,18
rumpo,Verb,44
que,Conjunction,3212
ingens,Adjective,168
Acheron,Noun,7
vorago,Noun,4
pestifer,Adjective,1
aperio,Verb,34
faux,Noun,15
qui,Pronoun,766
condo,Verb,45
Erinys,Noun,4
invisus,Adjective,14
numen,Noun,62
terra,Noun,166
caelum,Noun,142
que,Conjunction,3212
levo,Verb,14
nec,Conjunction,331
parum,Adverb,18
interea,Adverb,55
exter,Adjective,32
Saturnius,Adjective,22
bellum,Noun,179
impono,Verb,25
regina,Noun,41
manus,Noun,206
ruo,Verb,70
omnis,Adjective,330
in,Preposition,769
urbs,Noun,196
pastor,Noun,11
e,Preposition,131
acies,Noun,67
numerus,Noun,25
caedo,Verb,21
que,Conjunction,3212
reporto,Verb,7
Almo,Noun,2
puer,Noun,52
foedo,Verb,11
que,Conjunction,3212
os,Noun,142
Galaesus,Noun,2
imploro,Verb,6
que,Conjunction,3212
deus,Noun,181
obtestor,Verb,5
que,Conjunction,3212
Latinus,Noun,41
Turnus,Noun,152
adsum,Verb,53
medius,Adjective,164
que,Conjunction,3212
in,Preposition,769
crimen,Noun,15
caedes,Noun,37
et,Conjunction,2083
ignis,Noun,91
terror,Noun,8
ingemino,Verb,9
Teucrus,Adjective,130
in,Preposition,769
regnum,Noun,86
voco,Verb,110
stirps,Noun,19
admisceo,Verb,1
Phrygius,Adjective,28
sui,Pronoun,303
limen,Noun,68
pello,Verb,29
tum,Adverb,248
qui,Pronoun,766
attonitus,Adjective,7
Bacchus,Noun,12
nemus,Noun,37
avius,Adjective,5
mater,Noun,84
insulto,Verb,7
thiasus,Noun,1
neque,Conjunction,72
enim,Conjunction,39
levis,Adjective,26
nomen,Noun,90
Amata,Noun,6
undique,Adverb,35
colligo,Verb,16
coeo,Verb,11
Mars,Noun,43
que,Conjunction,3212
fatigo,Verb,14
ilicet,Adverb,5
infandus,Adjective,17
cunctus,Adjective,45
contra,Preposition,75
omen,Noun,21
bellum,Noun,179
contra,Preposition,75
fatum,Noun,125
deus,Noun,181
perverto,Verb,1
numen,Noun,62
posco,Verb,45
certatim,Adverb,11
rex,Noun,132
circumsto,Verb,8
tectum,Noun,83
Latinus,Noun,41
ille,Pronoun,379
velut,Adverb,29
pelagus,Noun,44
rupes,Noun,18
immotus,Adjective,12
resisto,Verb,6
ut,Conjunction,160
pelagus,Noun,44
rupes,Noun,18
magnus,Adjective,282
venio,Verb,122
fragor,Noun,9
qui,Pronoun,766
sui,Pronoun,303
multus,Adjective,161
circum,Preposition,74
latro,Verb,2
unda,Noun,109
moles,Noun,30
teneo,Verb,133
scopulus,Noun,27
nequiquam,Adverb,36
et,Conjunction,2083
spumeus,Adjective,5
circum,Preposition,74
saxum,Noun,78
fremo,Verb,35
latus,Noun,36
que,Conjunction,3212
inlido,Verb,5
refundo,Verb,4
alga,Noun,1
verum,Conjunction,6
ubi,Adverb,108
nullus,Adjective,57
do,Verb,317
caecus,Adjective,34
exsupero,Verb,7
potestas,Noun,9
consilium,Noun,14
et,Conjunction,2083
saevus,Adjective,59
nutus,Noun,3
Iuno,Noun,56
eo,Verb,138
res,Noun,98
multa,Adverb,4
deus,Noun,181
aura,Noun,85
que,Conjunction,3212
pater,Noun,172
testor,Verb,17
inanis,Adjective,24
frango,Verb,18
heu,Interjection,34
fatum,Noun,125
inquam,Verb,29
fero,Verb,273
que,Conjunction,3212
procella,Noun,5
ipse,Pronoun,289
hic,Pronoun,694
sacrilegus,Adjective,1
pendo,Verb,2
sanguis,Noun,96
poena,Noun,38
o,Interjection,108
miser,Adjective,72
tu,Pronoun,419
Turnus,Noun,152
nefas,Noun,18
tu,Pronoun,419
tristis,Adjective,44
maneo,Verb,44
supplicium,Noun,8
votum,Noun,29
que,Conjunction,3212
deus,Noun,181
veneror,Verb,9
serus,Adjective,12
nam,Conjunction,41
ego,Pronoun,389
pario,Verb,9
quies,Noun,18
omnis,Adjective,330
que,Conjunction,3212
in,Preposition,769
limen,Noun,68
portus,Noun,37
funus,Noun,33
felix,Adjective,21
spolio,Verb,8
nec,Conjunction,331
multus,Adjective,161
loquor,Verb,27
saepio,Verb,9
sui,Pronoun,303
tectum,Noun,83
res,Noun,98
que,Conjunction,3212
relinquo,Verb,80
habena,Noun,20
mos,Noun,44
sum,Verb,531
Hesperius,Adjective,4
in,Preposition,769
Latium,Noun,31
qui,Pronoun,766
protinus,Adverb,18
urbs,Noun,196
Albanus,Adjective,8
colo,Verb,20
sacer,Adjective,47
nunc,Adverb,216
magnus,Adjective,282
res,Noun,98
Roma,Noun,7
colo,Verb,20
cum,Conjunction,164
primus,Number,200
moveo,Verb,51
in,Preposition,769
proelium,Noun,41
Mars,Noun,43
sive,Conjunction,44
Getae,Noun,1
infero,Verb,24
manus,Noun,206
lacrimabilis,Adjective,2
bellum,Noun,179
Hyrcanus,Adjective,2
ve,Conjunction,79
Arabus,Adjective,1
ve,Conjunction,79
paro,Verb,58
sive,Conjunction,44
tendo,Verb,71
ad,Preposition,322
Indus,Adjective,4
aurora,Noun,19
que,Conjunction,3212
sequor,Verb,122
Parthus,Adjective,3
que,Conjunction,3212
reposco,Verb,8
signum,Noun,39
sum,Verb,531
geminus,Adjective,41
bellum,Noun,179
porta,Noun,60
sic,Adverb,162
nomen,Noun,90
dico,Verb,149
religio,Noun,10
sacer,Adjective,47
et,Conjunction,2083
saevus,Adjective,59
formido,Noun,18
Mars,Noun,43
centum,Number,32
aereus,Adjective,9
claudo,Verb,20
vectis,Noun,1
aeternus,Adjective,20
que,Conjunction,3212
ferrum,Noun,109
robur,Noun,24
nec,Conjunction,331
custos,Noun,24
absisto,Verb,11
limen,Noun,68
Ianus,Noun,4
hic,Pronoun,694
ubi,Adverb,108
certus,Adjective,29
sedeo,Verb,37
pater,Noun,172
sententia,Noun,19
pugna,Noun,70
ipse,Pronoun,289
Quirinalis,Adjective,2
trabea,Noun,3
cingo,Verb,35
que,Conjunction,3212
Gabinus,Adjective,2
insignis,Adjective,29
resero,Verb,3
strideo,Verb,21
limen,Noun,68
consul,Noun,2
ipse,Pronoun,289
voco,Verb,110
pugna,Noun,70
sequor,Verb,122
tum,Adverb,248
ceterus,Adjective,16
pubes,Noun,20
aereus,Adjective,9
que,Conjunction,3212
adsensus,Noun,2
conspiro,Verb,1
cornu,Noun,23
raucus,Adjective,9
hic,Pronoun,694
et,Adverb,67
tum,Adverb,248
Aeneades,Noun,18
indico,Verb,6
bellum,Noun,179
Latinus,Noun,41
mos,Noun,44
iubeo,Verb,70
tristis,Adjective,44
que,Conjunction,3212
recludo,Verb,10
porta,Noun,60
abstineo,Verb,2
tactus,Noun,2
pater,Noun,172
aversus,Adjective,6
que,Conjunction,3212
refugio,Verb,9
foedus,Adjective,5
ministerium,Noun,2
et,Conjunction,2083
caecus,Adjective,34
sui,Pronoun,303
condo,Verb,45
umbra,Noun,69
tum,Adverb,248
regina,Noun,41
deus,Noun,181
caelum,Noun,142
delabor,Verb,8
moror,Verb,31
impello,Verb,19
ipse,Pronoun,289
manus,Noun,206
porta,Noun,60
et,Conjunction,2083
cardo,Noun,8
verto,Verb,73
bellum,Noun,179
ferratus,Adjective,3
rumpo,Verb,44
Saturnius,Adjective,22
postis,Noun,14
ardeo,Verb,28
inexcitus,Adjective,1
Ausonia,Noun,9
atque,Conjunction,293
immobilis,Adjective,4
ante,Preposition,102
pars,Noun,88
pedes,Noun,9
eo,Verb,138
paro,Verb,58
campus,Noun,78
pars,Noun,88
arduus,Adjective,28
altus,Adjective,175
pulverulentus,Adjective,3
equus,Noun,128
furo,Verb,51
omnis,Adjective,330
arma,Noun,279
requiro,Verb,9
pars,Noun,88
levis,Adjective,10
clipeus,Noun,50
et,Conjunction,2083
spiculum,Noun,17
lucidus,Adjective,3
tergeo,Verb,1
arvina,Noun,1
pinguis,Adjective,14
subigo,Verb,10
que,Conjunction,3212
in,Preposition,769
cos,Noun,1
securis,Noun,10
signum,Noun,39
que,Conjunction,3212
fero,Verb,273
iuvo,Verb,31
sonitus,Noun,32
que,Conjunction,3212
audio,Verb,55
tuba,Noun,9
quinque,Number,3
adeo,Adverb,19
magnus,Adjective,282
pono,Verb,56
incus,Noun,3
urbs,Noun,196
telum,Noun,147
novo,Verb,6
Atina,Noun,1
potens,Adjective,19
Tibur,Noun,1
que,Conjunction,3212
superbus,Adjective,38
Ardea,Noun,5
Crustumerus,Adjective,1
que,Conjunction,3212
et,Conjunction,2083
turriger,Adjective,2
Antemnae,Noun,1
tegmen,Noun,13
tutus,Adjective,27
cavo,Verb,4
caput,Noun,84
flecto,Verb,20
que,Conjunction,3212
salignus,Adjective,1
umbo,Noun,5
crates,Noun,3
alius,Adjective,100
thorax,Noun,5
aenus,Adjective,10
aut,Conjunction,216
levis,Adjective,10
ocrea,Noun,2
lentus,Adjective,13
duco,Verb,77
argentum,Noun,14
vomer,Noun,3
huc,Adverb,53
et,Conjunction,2083
falx,Noun,3
honor,Noun,61
huc,Adverb,53
omnis,Adjective,330
aratrum,Noun,4
cedo,Verb,41
amor,Noun,78
recoquo,Verb,2
patrius,Adjective,54
fornax,Noun,3
ensis,Noun,62
classicum,Noun,1
iam,Adverb,250
que,Conjunction,3212
sono,Verb,28
eo,Verb,138
bellum,Noun,179
tessera,Noun,1
signum,Noun,39
hic,Pronoun,694
galea,Noun,32
tectum,Noun,83
trepidus,Adjective,25
rapio,Verb,58
ille,Pronoun,379
tremo,Verb,22
ad,Preposition,322
iugum,Noun,27
cogo,Verb,25
equus,Noun,128
clipeus,Noun,50
que,Conjunction,3212
aurum,Noun,77
que,Conjunction,3212
trilix,Adjective,3
lorica,Noun,13
induo,Verb,20
fidus,Adjective,23
que,Conjunction,3212
accingo,Verb,11
ensis,Noun,62
pando,Verb,25
nunc,Adverb,216
Helicon,Noun,2
dea,Noun,55
cantus,Noun,13
que,Conjunction,3212
moveo,Verb,51
quis,Pronoun,350
bellum,Noun,179
excio,Verb,8
rex,Noun,132
quis,Pronoun,350
quisque,Pronoun,32
sequor,Verb,122
compleo,Verb,17
campus,Noun,78
acies,Noun,67
quis,Pronoun,350
Italus,Adjective,43
iam,Adverb,250
tum,Adverb,248
floreo,Verb,5
terra,Noun,166
almus,Adjective,18
vir,Noun,170
quis,Pronoun,350
ardeo,Verb,28
arma,Noun,279
et,Conjunction,2083
memini,Verb,14
enim,Conjunction,39
diva,Noun,20
et,Conjunction,2083
memoro,Verb,27
possum,Verb,95
ad,Preposition,322
nos,Pronoun,79
vix,Adverb,39
tenuis,Adjective,19
fama,Noun,62
perlabor,Verb,2
aura,Noun,85
primus,Number,200
ineo,Verb,5
bellum,Noun,179
Tyrrhenus,Adjective,32
asper,Adjective,31
a,Preposition,197
ora,Noun,50
contemptor,Noun,3
divus,Noun,69
Mezentius,Noun,19
agmen,Noun,98
que,Conjunction,3212
armo,Verb,23
filius,Noun,14
hic,Pronoun,694
iuxta,Adverb,22
Lausus,Noun,15
qui,Pronoun,766
pulcher,Adjective,44
alter,Adjective,29
non,Adverb,259
sum,Verb,531
excipio,Verb,23
Laurens,Adjective,20
corpus,Noun,126
Turnus,Noun,152
Lausus,Noun,15
equus,Noun,128
domitor,Noun,7
debellator,Noun,1
que,Conjunction,3212
fera,Noun,14
duco,Verb,77
Agyllinus,Adjective,3
nequiquam,Adverb,36
e,Preposition,131
urbs,Noun,196
sequor,Verb,122
mille,Number,30
vir,Noun,170
dignus,Adjective,20
patrius,Adjective,54
qui,Pronoun,766
laetus,Adjective,78
sum,Verb,531
imperium,Noun,40
et,Conjunction,2083
qui,Pronoun,766
pater,Noun,172
haud,Adverb,102
Mezentius,Noun,19
sum,Verb,531
post,Preposition,31
hic,Pronoun,694
insignis,Adjective,29
palma,Noun,28
per,Preposition,351
gramen,Noun,8
currus,Noun,51
victor,Noun,55
que,Conjunction,3212
ostento,Verb,10
equus,Noun,128
sero,Verb,15
Hercules,Noun,4
pulcher,Adjective,44
pulcher,Adjective,44
Aventinus,Noun,3
clipeus,Noun,50
que,Conjunction,3212
insigne,Noun,11
paternus,Adjective,9
centum,Number,32
anguis,Noun,12
cingo,Verb,35
que,Conjunction,3212
gero,Verb,40
serpens,Noun,9
hydra,Noun,4
collis,Noun,14
Aventinus,Noun,3
silva,Noun,68
qui,Pronoun,766
Rhea,Noun,1
sacerdos,Noun,26
furtivus,Adjective,2
partus,Noun,6
sub,Preposition,160
lumen,Noun,66
edo,Verb,11
ora,Noun,50
misceo,Verb,45
deus,Noun,181
mulier,Noun,1
postquam,Conjunction,37
Laurentius,Adjective,4
victor,Noun,55
Geryon,Noun,2
exstinguo,Verb,10
Tirynthius,Adjective,2
attingo,Verb,7
arvum,Noun,53
Tyrrhenus,Adjective,32
que,Conjunction,3212
bos,Noun,14
in,Preposition,769
flumen,Noun,42
lavo,Verb,8
Hiberus,Adjective,2
pilum,Noun,1
manus,Noun,206
saevus,Adjective,59
que,Conjunction,3212
gero,Verb,40
in,Preposition,769
